id,support,pattern
0,0.458,whole milk
1,0.053,hard cheese
2,0.062,beverages
3,0.165,canned beer
4,0.231,root vegetables
5,0.063,frozen meals
6,0.159,bottled beer
7,0.136,brown bread
8,0.032,packaged fruit/vegetables
9,0.171,pip fruit
10,0.018,specialty cheese
11,0.016,finished products
12,0.040,red/blush wine
13,0.030,canned fish
14,0.065,butter milk
15,0.283,yogurt
16,0.021,canned vegetables
17,0.054,candy
18,0.089,white bread
19,0.038,soft cheese
20,0.036,flour
21,0.026,seasonal products
22,0.059,misc. beverages
23,0.076,onions
24,0.023,salt
25,0.017,flower (seeds)
26,0.065,long life bakery product
27,0.034,dishes
28,0.080,hamburger meat
29,0.140,newspapers
30,0.377,other vegetables
31,0.018,frozen potato products
32,0.133,domestic eggs
33,0.011,cereals
34,0.044,white wine
35,0.117,margarine
36,0.052,sliced cheese
37,0.234,tropical fruit
38,0.178,pastry
39,0.020,turkey
40,0.021,roll products
41,0.079,uht-milk
42,0.058,specialty chocolate
43,0.086,chocolate
44,0.012,curd cheese
45,0.012,sparkling wine
46,0.010,female sanitary products
47,0.030,pot plants
48,0.026,liquor
49,0.120,beef
50,0.121,curd
51,0.155,whipped/sour cream
52,0.020,photo/film
53,0.053,specialty bar
54,0.019,dish cleaner
55,0.168,shopping bags
56,0.017,liquor (appetizer)
57,0.017,sweet spreads
58,0.013,vinegar
59,0.031,baking powder
60,0.081,napkins
61,0.055,grapes
62,0.185,citrus fruit
63,0.086,dessert
64,0.019,cling film/bags
65,0.069,salty snack
66,0.138,frankfurter
67,0.017,dog food
68,0.015,zwieback
69,0.101,chicken
70,0.132,pork
71,0.089,cream cheese
72,0.025,spread cheese
73,0.080,berries
74,0.206,sausage
75,0.024,condensed milk
76,0.039,herbs
77,0.022,pet care
78,0.063,ham
79,0.044,cat food
80,0.012,house keeping products
81,0.069,waffles
82,0.045,chewing gum
83,0.026,frozen fish
84,0.033,pickled vegetables
85,0.011,softener
86,0.103,frozen vegetables
87,0.052,hygiene articles
88,0.125,fruit/vegetable juice
89,0.038,processed cheese
90,0.012,liver loaf
91,0.023,cake bar
92,0.313,soda
93,0.013,rice
94,0.115,coffee
95,0.023,frozen dessert
96,0.350,rolls/buns
97,0.064,meat
98,0.010,spices
99,0.066,sugar
100,0.011,sauces
101,0.012,popcorn
102,0.214,bottled water
103,0.019,mayonnaise
104,0.017,candles
105,0.015,instant food products
106,0.056,oil
107,0.023,mustard
108,0.056,ice cream
109,0.015,instant coffee
110,0.012,soups
111,0.033,detergent
112,0.030,pasta
113,0.015,chocolate marshmallow
114,0.126,butter
115,0.036,semi-finished bread
116,0.038,brown bread;bottled water
117,0.013,pastry;misc. beverages
118,0.012,dishes;rolls/buns
119,0.018,pip fruit;berries
120,0.018,butter;coffee
121,0.012,pork;onions
122,0.012,shopping bags;hard cheese
123,0.010,pet care;other vegetables
124,0.031,other vegetables;waffles
125,0.013,white wine;sausage
126,0.055,canned beer;soda
127,0.013,tropical fruit;ice cream
128,0.015,canned beer;meat
129,0.011,frankfurter;sugar
130,0.033,rolls/buns;cream cheese
131,0.025,beef;pip fruit
132,0.024,frozen vegetables;canned beer
133,0.031,pip fruit;canned beer
134,0.012,sausage;oil
135,0.014,yogurt;cat food
136,0.061,pip fruit;soda
137,0.013,pip fruit;candy
138,0.038,yogurt;beef
139,0.011,pip fruit;hygiene articles
140,0.052,yogurt;canned beer
141,0.014,pip fruit;meat
142,0.020,yogurt;candy
143,0.016,butter milk;tropical fruit
144,0.012,canned fish;other vegetables
145,0.012,semi-finished bread;soda
146,0.038,white bread;rolls/buns
147,0.034,bottled beer;pastry
148,0.097,yogurt;soda
149,0.017,ham;bottled water
150,0.014,mustard;whole milk
151,0.016,pastry;napkins
152,0.018,yogurt;sliced cheese
153,0.010,flour;bottled water
154,0.018,yogurt;meat
155,0.013,frankfurter;misc. beverages
156,0.051,beef;other vegetables
157,0.012,white wine;citrus fruit
158,0.036,frozen vegetables;soda
159,0.011,bottled beer;grapes
160,0.021,domestic eggs;coffee
161,0.015,sliced cheese;root vegetables
162,0.024,other vegetables;specialty bar
163,0.045,shopping bags;tropical fruit
164,0.013,liquor;other vegetables
165,0.033,tropical fruit;coffee
166,0.016,ice cream;bottled water
167,0.021,bottled beer;coffee
168,0.016,canned beer;ham
169,0.010,curd;beverages
170,0.016,yogurt;hygiene articles
171,0.050,curd;rolls/buns
172,0.011,cream cheese;dessert
173,0.018,frozen vegetables;pip fruit
174,0.012,citrus fruit;ice cream
175,0.015,pastry;sugar
176,0.056,sausage;root vegetables
177,0.026,pastry;fruit/vegetable juice
178,0.014,citrus fruit;oil
179,0.011,salt;whole milk
180,0.014,cat food;tropical fruit
