id,support,pattern
0,0.458,whole milk
1,0.053,hard cheese
2,0.005,skin care
3,0.062,beverages
4,0.165,canned beer
5,0.231,root vegetables
6,0.005,syrup
7,0.063,frozen meals
8,0.007,snack products
9,0.008,nuts/prunes
10,0.159,bottled beer
11,0.006,abrasive cleaner
12,0.136,brown bread
13,0.032,packaged fruit/vegetables
14,0.171,pip fruit
15,0.018,specialty cheese
16,0.006,tidbits
17,0.016,finished products
18,0.008,ketchup
19,0.040,red/blush wine
20,0.030,canned fish
21,0.065,butter milk
22,0.283,yogurt
23,0.021,canned vegetables
24,0.054,candy
25,0.008,dental care
26,0.089,white bread
27,0.038,soft cheese
28,0.007,tea
29,0.009,jam
30,0.036,flour
31,0.026,seasonal products
32,0.007,light bulbs
33,0.059,misc. beverages
34,0.076,onions
35,0.023,salt
36,0.017,flower (seeds)
37,0.065,long life bakery product
38,0.034,dishes
39,0.080,hamburger meat
40,0.140,newspapers
41,0.377,other vegetables
42,0.018,frozen potato products
43,0.133,domestic eggs
44,0.011,cereals
45,0.044,white wine
46,0.117,margarine
47,0.052,sliced cheese
48,0.234,tropical fruit
49,0.178,pastry
50,0.020,turkey
51,0.021,roll products
52,0.006,potato products
53,0.079,uht-milk
54,0.058,specialty chocolate
55,0.086,chocolate
56,0.007,fish
57,0.010,brandy
58,0.012,curd cheese
59,0.012,sparkling wine
60,0.010,female sanitary products
61,0.030,pot plants
62,0.026,liquor
63,0.120,beef
64,0.121,curd
65,0.155,whipped/sour cream
66,0.007,specialty fat
67,0.020,photo/film
68,0.053,specialty bar
69,0.006,organic sausage
70,0.019,dish cleaner
71,0.168,shopping bags
72,0.017,liquor (appetizer)
73,0.017,sweet spreads
74,0.007,artif. sweetener
75,0.013,vinegar
76,0.031,baking powder
77,0.081,napkins
78,0.055,grapes
79,0.185,citrus fruit
80,0.005,canned fruit
81,0.086,dessert
82,0.019,cling film/bags
83,0.069,salty snack
84,0.138,frankfurter
85,0.017,dog food
86,0.005,soap
87,0.015,zwieback
88,0.101,chicken
89,0.132,pork
90,0.089,cream cheese
91,0.008,rum
92,0.025,spread cheese
93,0.080,berries
94,0.206,sausage
95,0.024,condensed milk
96,0.039,herbs
97,0.022,pet care
98,0.063,ham
99,0.044,cat food
100,0.012,house keeping products
101,0.069,waffles
102,0.045,chewing gum
103,0.026,frozen fish
104,0.033,pickled vegetables
105,0.008,cleaner
106,0.011,softener
107,0.103,frozen vegetables
108,0.052,hygiene articles
109,0.125,fruit/vegetable juice
110,0.038,processed cheese
111,0.012,liver loaf
112,0.023,cake bar
113,0.313,soda
114,0.013,rice
115,0.115,coffee
116,0.023,frozen dessert
117,0.350,rolls/buns
118,0.064,meat
119,0.010,spices
120,0.006,nut snack
121,0.066,sugar
122,0.011,sauces
123,0.012,popcorn
124,0.214,bottled water
125,0.019,mayonnaise
126,0.017,candles
127,0.009,male cosmetics
128,0.008,kitchen towels
129,0.015,instant food products
130,0.056,oil
131,0.009,meat spreads
132,0.023,mustard
133,0.056,ice cream
134,0.015,instant coffee
135,0.012,soups
136,0.033,detergent
137,0.030,pasta
138,0.015,chocolate marshmallow
139,0.126,butter
140,0.036,semi-finished bread
141,0.006,newspapers;red/blush wine
142,0.038,brown bread;bottled water
143,0.013,pastry;misc. beverages
144,0.018,pip fruit;berries
145,0.006,hamburger meat;napkins
146,0.018,butter;coffee
147,0.012,shopping bags;hard cheese
148,0.010,pet care;other vegetables
149,0.031,other vegetables;waffles
150,0.013,white wine;sausage
151,0.006,canned fish;pastry
152,0.015,canned beer;meat
153,0.011,frankfurter;sugar
154,0.005,domestic eggs;pickled vegetables
155,0.025,beef;pip fruit
156,0.024,frozen vegetables;canned beer
157,0.012,sausage;oil
158,0.014,yogurt;cat food
159,0.005,frozen vegetables;cat food
160,0.009,specialty cheese;whole milk
161,0.006,shopping bags;dishes
162,0.013,pip fruit;candy
163,0.010,oil;coffee
164,0.011,pip fruit;hygiene articles
165,0.005,specialty chocolate;specialty bar
166,0.052,yogurt;canned beer
167,0.014,pip fruit;meat
168,0.016,butter milk;tropical fruit
169,0.012,canned fish;other vegetables
170,0.007,waffles;napkins
171,0.005,condensed milk;fruit/vegetable juice
172,0.038,white bread;rolls/buns
173,0.097,yogurt;soda
174,0.017,ham;bottled water
175,0.007,zwieback;soda
176,0.018,yogurt;sliced cheese
177,0.010,flour;bottled water
178,0.005,frozen vegetables;sliced cheese
179,0.009,margarine;cream cheese
180,0.005,other vegetables;specialty cheese
181,0.013,frankfurter;misc. beverages
182,0.036,frozen vegetables;soda
183,0.021,domestic eggs;coffee
184,0.006,processed cheese;margarine
185,0.013,liquor;other vegetables
186,0.016,ice cream;bottled water
187,0.009,white bread;salty snack
