id,support,pattern
0,0.409,whole milk
1,0.045,hard cheese
2,0.003,organic products
3,0.007,skin care
4,0.037,beverages
5,0.065,canned beer
6,0.199,root vegetables
7,0.005,syrup
8,0.044,frozen meals
9,0.004,snack products
10,0.005,nuts/prunes
11,0.098,bottled beer
12,0.007,abrasive cleaner
13,0.004,ready soups
14,0.021,packaged fruit/vegetables
15,0.107,brown bread
16,0.130,pip fruit
17,0.016,specialty cheese
18,0.004,tidbits
19,0.010,finished products
20,0.008,ketchup
21,0.028,red/blush wine
22,0.026,canned fish
23,0.049,butter milk
24,0.234,yogurt
25,0.020,canned vegetables
26,0.048,candy
27,0.004,pudding powder
28,0.011,dental care
29,0.005,bathroom cleaner
30,0.074,white bread
31,0.031,soft cheese
32,0.007,tea
33,0.010,jam
34,0.034,flour
35,0.021,seasonal products
36,0.006,light bulbs
37,0.039,misc. beverages
38,0.056,onions
39,0.019,salt
40,0.018,flower (seeds)
41,0.063,long life bakery product
42,0.004,specialty vegetables
43,0.028,dishes
44,0.059,hamburger meat
45,0.121,newspapers
46,0.333,other vegetables
47,0.014,frozen potato products
48,0.010,cereals
49,0.115,domestic eggs
50,0.022,white wine
51,0.105,margarine
52,0.138,pastry
53,0.184,tropical fruit
54,0.046,sliced cheese
55,0.004,cocoa drinks
56,0.015,turkey
57,0.005,potato products
58,0.019,roll products
59,0.058,uht-milk
60,0.078,chocolate
61,0.041,specialty chocolate
62,0.004,fish
63,0.004,cooking chocolate
64,0.005,brandy
65,0.008,curd cheese
66,0.008,sparkling wine
67,0.009,female sanitary products
68,0.012,liquor
69,0.094,curd
70,0.090,beef
71,0.126,whipped/sour cream
72,0.007,specialty fat
73,0.008,photo/film
74,0.036,specialty bar
75,0.025,potted plants
76,0.004,organic sausage
77,0.018,dish cleaner
78,0.166,shopping bags
79,0.012,liquor (appetizer)
80,0.016,sweet spreads
81,0.005,artif. sweetener
82,0.012,vinegar
83,0.003,cookware
84,0.033,baking powder
85,0.092,napkins
86,0.146,citrus fruit
87,0.039,grapes
88,0.006,canned fruit
89,0.064,dessert
90,0.020,cling film/bags
91,0.061,salty snack
92,0.098,frankfurter
93,0.015,dog food
94,0.004,soap
95,0.010,zwieback
96,0.098,pork
97,0.073,chicken
98,0.071,cream cheese
99,0.007,rum
100,0.020,spread cheese
101,0.018,condensed milk
102,0.153,sausage
103,0.059,berries
104,0.029,herbs
105,0.014,pet care
106,0.040,cat food
107,0.048,ham
108,0.014,house keeping products
109,0.063,waffles
110,0.003,honey
111,0.031,chewing gum
112,0.020,frozen fish
113,0.034,pickled vegetables
114,0.009,cleaner
115,0.009,softener
116,0.084,frozen vegetables
117,0.057,hygiene articles
118,0.124,fruit/vegetable juice
119,0.030,processed cheese
120,0.009,liver loaf
121,0.023,cake bar
122,0.239,soda
123,0.015,rice
124,0.087,coffee
125,0.019,frozen dessert
126,0.259,rolls/buns
127,0.045,meat
128,0.010,spices
129,0.005,nut snack
130,0.060,sugar
131,0.010,sauces
132,0.013,popcorn
133,0.168,bottled water
134,0.018,mayonnaise
135,0.014,candles
136,0.007,male cosmetics
137,0.012,kitchen towels
138,0.014,instant food products
139,0.007,meat spreads
140,0.048,oil
141,0.022,mustard
142,0.033,ice cream
143,0.011,instant coffee
144,0.012,soups
145,0.034,detergent
146,0.027,pasta
147,0.003,prosecco
148,0.014,chocolate marshmallow
149,0.028,semi-finished bread
150,0.102,butter
151,0.003,newspapers;red/blush wine
152,0.005,hamburger meat;napkins
153,0.010,butter;coffee
154,0.003,chicken;specialty chocolate
155,0.003,other vegetables;rum
156,0.028,bottled water;citrus fruit
