id,basket
1,coffee;soda;frozen fish;sugar;magazines;whole milk;ice cream;newspapers;semi-finished bread;tea
2,shopping bags;candy;frozen dessert;beef;domestic eggs;soda;bottled water;meat spreads;sausage;pastry;frozen meals;coffee;pet care
3,newspapers;tea;softener;coffee;frozen fish;fruit/vegetable juice;meat spreads;instant food;organic products
4,other vegetables;tropical fruit;frozen vegetables;frozen meals;pip fruit;beef;white bread;liquor;ice cream;magazines;margarine;chocolate;whole milk;baby food;frozen fish
5,sugar;ready soups;bottled beer;pastry;organic products;chewing gum;waffles;semi-finished bread;shopping bags;pip fruit;frozen dessert;long life bakery product;other vegetables;frozen fish;root vegetables;yogurt
6,beef;tropical fruit;other vegetables;frozen meals;root vegetables
7,newspapers;frozen meals;frozen dessert;semi-finished bread;ice cream;tropical fruit;detergent;white bread;butter;sugar
8,brown bread;butter;fruit/vegetable juice;whole milk;white bread;curd;coffee;frozen meals
9,other vegetables;pastry;detergent;pork;baby food;yogurt;soda;chocolate;root vegetables;frozen fish
10,coffee;bottled water;fruit/vegetable juice;pastry;frozen dessert;organic products;rolls/buns;liquor;detergent;margarine
11,long life bakery product;yogurt;organic products;frozen dessert;cream cheese;softener;rolls/buns;bottled water
12,butter;pork;pet care;beef;cream cheese;ready soups;white bread;whole milk;sausage
13,frozen meals;sugar
14,long life bakery product;instant food;liquor;ice cream;bottled water;detergent;frozen meals;cream cheese;tropical fruit;margarine;curd;butter;other vegetables;chocolate;pork;soda;brown bread;magazines
15,chicken;frozen meals;chewing gum;domestic eggs;magazines;chocolate;liquor;frozen dessert
16,other vegetables;citrus fruit;frozen vegetables;curd;root vegetables;butter;ready soups;soda;pastry;ice cream;frozen dessert;softener
17,waffles;tropical fruit;sausage;cream cheese;coffee;root vegetables;frozen meals
18,organic products;domestic eggs;rolls/buns;bottled beer
19,root vegetables;detergent;bottled water;margarine;white bread;rolls/buns;candy;baby food;tropical fruit
20,whole milk;long life bakery product;brown bread;semi-finished bread;sugar;instant food;frozen meals;frozen dessert
21,soda;long life bakery product;chicken;detergent;organic products;liquor;softener;chocolate;baby food;frozen vegetables;sugar
22,butter;pet care;rolls/buns;citrus fruit;white bread;yogurt;waffles;baby food;frozen meals;long life bakery product;liquor
23,pip fruit;bottled beer;citrus fruit;magazines;baby food;instant food;sausage;butter;yogurt;waffles;other vegetables;sugar;newspapers;white bread;rolls/buns
24,soda;candy;yogurt;pork;sausage;frozen meals;chicken;fruit/vegetable juice;butter;frozen fish;domestic eggs
25,bottled water;curd;meat spreads;root vegetables;frozen fish;citrus fruit;other vegetables;ice cream;rolls/buns;bottled beer
26,pastry;long life bakery product;citrus fruit;cream cheese;domestic eggs;rolls/buns;organic products;yogurt
27,organic products;frozen meals;coffee;detergent;long life bakery product;frozen dessert;other vegetables;curd;magazines;newspapers;ready soups;brown bread;chocolate
28,butter;domestic eggs;coffee;magazines;chocolate;chicken;tropical fruit;frozen fish;ready soups;semi-finished bread;candy;rolls/buns
29,organic products;chicken;brown bread;meat spreads;pip fruit;fruit/vegetable juice;long life bakery product;bottled water
30,baby food;frozen fish;frozen dessert;citrus fruit;margarine
31,ice cream;soda;frozen fish;frozen dessert;candy;semi-finished bread;softener;frozen meals;curd
32,frozen meals;pip fruit;meat spreads;candy;tea;ice cream;pork;instant food;shopping bags;waffles;chewing gum;citrus fruit;coffee
33,beef;cream cheese;chocolate;citrus fruit;white bread;pork;rolls/buns;tea
34,liquor;newspapers;brown bread;white bread;bottled water;frozen meals;chocolate;yogurt;whole milk;pastry;instant food;meat spreads;baby food;softener;magazines;long life bakery product;semi-finished bread
35,pet care;curd;tea;root vegetables;yogurt;instant food;soda;organic products;long life bakery product;ice cream;chewing gum;liquor;margarine;semi-finished bread;frozen fish;meat spreads;tropical fruit
36,tea;pastry;beef;chocolate;ice cream;pet care;frozen fish;rolls/buns;liquor
37,cream cheese;margarine;detergent;newspapers;sugar;pet care;other vegetables;brown bread;yogurt
38,white bread;candy;sausage;semi-finished bread;domestic eggs;pastry;sugar;chocolate;brown bread;long life bakery product;frozen vegetables;tea;other vegetables;fruit/vegetable juice
39,root vegetables;soda;ready soups;frozen dessert;magazines;chicken;margarine;softener
40,domestic eggs;pet care;instant food;pastry;citrus fruit;coffee;waffles;frozen meals;sausage;sugar
41,butter;tropical fruit;root vegetables;cream cheese;detergent;other vegetables;candy;chewing gum;instant food;shopping bags;rolls/buns;bottled water
42,coffee;meat spreads;softener;frozen dessert;margarine;detergent;candy;waffles
43,citrus fruit;magazines;tea;shopping bags;curd
44,magazines;butter;pork;tea;curd;root vegetables;candy;pastry;chewing gum;detergent
45,semi-finished bread;long life bakery product;frozen dessert;candy;tea;root vegetables;instant food;ice cream;baby food;ready soups;detergent
46,softener;newspapers;rolls/buns;candy;yogurt;whole milk;frozen vegetables;tea;sausage
47,frozen meals;meat spreads;rolls/buns;citrus fruit;frozen vegetables;yogurt;newspapers;soda;frozen fish;sugar;long life bakery product
48,waffles;liquor;pork;margarine;cream cheese;white bread
49,organic products;yogurt;chicken;coffee;domestic eggs;fruit/vegetable juice;waffles;chewing gum;margarine;long life bakery product;detergent;shopping bags;butter;ice cream
50,long life bakery product;waffles;pet care;fruit/vegetable juice;instant food;tea;baby food;white bread;cream cheese
51,ice cream;shopping bags;newspapers;semi-finished bread;white bread;long life bakery product;rolls/buns;chicken;coffee;sugar;organic products;meat spreads;soda
52,liquor;waffles;white bread;pip fruit;bottled water;pastry;brown bread;frozen dessert;detergent;sausage;coffee;frozen fish
53,white bread;sugar;instant food;ready soups;chicken;bottled beer;liquor;softener;detergent;frozen fish;waffles;pastry
54,ice cream;sausage;tropical fruit;baby food;frozen vegetables;domestic eggs;pastry;sugar;waffles;candy
55,tea;bottled beer;chocolate;frozen dessert;instant food;yogurt;organic products;chewing gum
56,butter;long life bakery product;shopping bags;domestic eggs;pastry;magazines;brown bread;other vegetables;coffee
57,soda;tea;sugar;frozen meals;shopping bags;chewing gum;detergent;margarine;fruit/vegetable juice;butter
58,frozen meals;curd;chewing gum;bottled beer;candy;fruit/vegetable juice;instant food;yogurt
