id,basket
1,frozen vegetables;chocolate;ice cream;domestic eggs;softener;yogurt;detergent;rolls/buns;shopping bags
2,frozen vegetables;fruit/vegetable juice;magazines;white bread;long life bakery product;meat spreads;frozen meals
3,newspapers;pastry;other vegetables;softener;frozen fish;waffles;organic products;instant food
4,chicken;chewing gum;tropical fruit;pip fruit;rolls/buns;pork;bottled beer;waffles
5,sugar;chocolate;chewing gum;ice cream;fruit/vegetable juice;candy
6,cream cheese;fruit/vegetable juice;tropical fruit;instant food;sugar;detergent;pastry
7,meat spreads;cream cheese;pet care;pork;long life bakery product;pip fruit;rolls/buns;instant food;tropical fruit
8,liquor;instant food;frozen dessert;frozen vegetables;chewing gum;sugar;soda
9,organic products;frozen fish;liquor;cream cheese;rolls/buns;sugar;chocolate;detergent;citrus fruit
10,white bread;beef;long life bakery product;domestic eggs;sausage;meat spreads;pet care
11,frozen vegetables;tropical fruit;white bread;pork;organic products;ice cream;tea;sugar
12,yogurt;beef;pip fruit;curd;rolls/buns;ready soups
13,bottled water;sausage;frozen vegetables;chicken;magazines;waffles;pork;citrus fruit;coffee;bottled beer
14,beef;shopping bags;ice cream;chicken;yogurt;organic products;bottled water;magazines
15,sausage;chewing gum;margarine;semi-finished bread;tea;pastry;instant food
16,organic products;chicken;domestic eggs;frozen meals;softener;sugar;cream cheese;baby food
17,liquor;shopping bags;whole milk;pet care;candy;chewing gum;long life bakery product;newspapers
18,baby food;organic products;frozen dessert;curd;sausage;beef;coffee;fruit/vegetable juice
19,pastry;whole milk;chocolate;sausage;coffee;magazines;meat spreads;butter
20,bottled water;bottled beer;waffles;rolls/buns;pip fruit;instant food;liquor
21,liquor;soda;semi-finished bread;magazines;organic products;pet care;newspapers;tropical fruit
22,frozen fish;sausage;brown bread;whole milk;candy;chocolate
23,pip fruit;tea;softener;chicken;cream cheese;detergent;margarine
24,newspapers;liquor;bottled water;bottled beer;baby food;semi-finished bread;frozen fish
25,bottled water;domestic eggs;soda;bottled beer;frozen meals;margarine;pork;waffles;butter
26,liquor;semi-finished bread;white bread;ice cream;sausage;sugar;chewing gum;pip fruit
27,root vegetables;citrus fruit;coffee;tropical fruit;magazines;brown bread;sugar
28,softener;frozen meals;domestic eggs;fruit/vegetable juice;bottled beer;sugar;magazines;margarine;semi-finished bread
29,baby food;chewing gum;chocolate;frozen vegetables;frozen meals;instant food;semi-finished bread;chicken
30,meat spreads;rolls/buns;long life bakery product;instant food;frozen dessert;coffee;ready soups;bottled beer;soda
31,pet care;cream cheese;shopping bags;liquor;tea;yogurt;instant food;semi-finished bread
32,semi-finished bread;soda;sausage;meat spreads;white bread;cream cheese;beef
33,sugar;domestic eggs;baby food;pastry;frozen fish;instant food;long life bakery product
34,curd;newspapers;butter;instant food;whole milk;frozen dessert;coffee
35,long life bakery product;ice cream;bottled beer;softener;citrus fruit;shopping bags;domestic eggs;detergent
36,coffee;liquor;bottled beer;brown bread;pip fruit;frozen fish;chicken;frozen dessert
37,instant food;detergent;magazines;tropical fruit;meat spreads;yogurt;whole milk;candy;waffles;fruit/vegetable juice
38,liquor;ready soups;candy;citrus fruit;sausage;frozen fish
39,tea;instant food;beef;margarine;whole milk;organic products;yogurt
40,instant food;soda;waffles;pork;frozen fish;semi-finished bread;pet care
41,chocolate;pastry;other vegetables;sugar;fruit/vegetable juice;sausage;ice cream;shopping bags
42,other vegetables;waffles;semi-finished bread;sausage;ice cream;pastry;candy
43,sausage;coffee;root vegetables;fruit/vegetable juice;frozen vegetables;curd;chicken;candy
44,organic products;coffee;margarine;cream cheese;rolls/buns;ready soups;instant food
45,meat spreads;chocolate;shopping bags;sugar;whole milk;other vegetables
46,curd;citrus fruit;softener;butter;yogurt;margarine;soda
47,domestic eggs;frozen meals;whole milk;bottled water;softener;pet care;baby food;margarine
48,beef;yogurt;white bread;curd;chocolate;organic products;instant food;whole milk;root vegetables
49,instant food;semi-finished bread;frozen meals;chicken;whole milk;ready soups
50,soda;softener;detergent;shopping bags;frozen fish;pastry;baby food;white bread;pip fruit
